text,label,intent_name
Customs entry filed: Bill of Lading MSCU6008636 container ONEU3334445 cargo textiles,2,submit_customs_docs
Berth swap requested between HMM Busan and MSC Geneva at LBCT,5,modify_berth_booking
Port state control inspection procedures for Malta flag vessels,8,ask_regulations
Cargo manifest declaration for COSCO Shanghai voyage 843 loading containers destination Germany,9,declare_cargo_manifest
ONE Bangkok requesting quay space for discharge of frozen meat ETA 2024-05-12 LOA 377m GRT 121418,0,request_berth_booking
Status inquiry: MSCU1234567 customs hold or released?,6,track_container
Out of gauge cargo declaration: iron ore dimensions 11x3x3m,9,declare_cargo_manifest
Requesting anchorage for COSCO Shanghai awaiting berth availability for steel coils discharge,0,request_berth_booking
Manifest amendment: container OOLU4567890 cargo description changed to textiles,9,declare_cargo_manifest
Arrival window for HMM Busan at pilot station 8 to 16,1,ask_vessel_schedule
Book berth for Maersk Edmonton at SSA terminal ETA 2024-04-11 draft 9m alongside starboard,0,request_berth_booking
Where is container HLCU5556667 currently in port?,6,track_container
Double tug configuration for ZIM Haifa due to adverse currents,7,request_pilotage_tug
Need pier allocation for car carrier ONE Bangkok loading textiles ETD 2024-02-28,0,request_berth_booking
What is the pilotage fee for LOA 360m vessel entering Busan?,4,ask_tariff_rates
Requesting wharfage rates for LNG carrier vessels at Busan,4,ask_tariff_rates
Container TCLU1112223 loaded on which vessel voyage?,6,track_container
Extend stay: Yang Ming Kaohsiung requires additional 8 days alongside for steel coils,5,modify_berth_booking
Tariff inquiry: container storage fees for flat rack after 17 days free time,4,ask_tariff_rates
Book berth for COSCO Shanghai at Euromax terminal ETA 2024-06-11 draft 15m alongside starboard,0,request_berth_booking
Demurrage rates for containers at Matson after free time expires,4,ask_tariff_rates
Environmental compliance: scrubber washwater discharge rules at Los Angeles,8,ask_regulations
Port state control inspection procedures for Liberia flag vessels,8,ask_regulations
Certificate of origin attached for textiles HS code 6203.42 preferential origin Chile,2,submit_customs_docs
Demurrage rates for containers at Euromax after free time expires,4,ask_tariff_rates
Stevedoring charges for LNG discharge rate 474 MT per hour,4,ask_tariff_rates
Manifest amendment: container COSU7654321 cargo description changed to containers,9,declare_cargo_manifest
ETA for Yang Ming Kaohsiung voyage 229 from Brazil?,1,ask_vessel_schedule
Cancel pilot order for Maersk Edmonton ETA changed to 2024-01-18,5,modify_berth_booking
Certificate of origin attached for wheat HS code 8703.23 preferential origin Russia,2,submit_customs_docs
Reefer cargo list attached for Evergreen Tokyo 1083 refrigerated containers set temps included,9,declare_cargo_manifest
OPL (Outer Port Limit) anchorage regulations for ro-ro vessel vessels,8,ask_regulations
ETA for Maersk Edmonton voyage 581 from Russia?,1,ask_vessel_schedule
Port incident: COSU7654321 collapsed during stacking at yard block D4,3,report_port_incident
Container ONEU3334445 customs inspection status?,6,track_container
Hapag Dubai requesting quay space for discharge of frozen meat ETA 2024-08-14 LOA 256m GRT 104155,0,request_berth_booking
Customs docs: commercial invoice 84346 coal value 3370442 Incoterm DDP,2,submit_customs_docs
ETD for ZIM Haifa after cargo operations complete?,1,ask_vessel_schedule
Berth request: Maersk Edmonton IMO 9231854 arriving 2024-06-25 with 72917 MT of frozen meat FOB,0,request_berth_booking
Safety incident: crew injury on Evergreen Tokyo during lashing operations,3,report_port_incident
Berth reservation: ZIM Haifa arriving 2024-08-12 with tank containers total 18142 TEU,0,request_berth_booking
Certificate of origin attached for iron ore HS code 2601.11 preferential origin Canada,2,submit_customs_docs
Standby tug for Hapag Dubai during cargo transfer operations,7,request_pilotage_tug
Incident: Evergreen Tokyo allision with jetty during berthing maneuver,3,report_port_incident
Certificate of origin attached for coal HS code 6203.42 preferential origin Russia,2,submit_customs_docs
Demurrage rates for containers at CTA after free time expires,4,ask_tariff_rates
Arrival window for ZIM Haifa at pilot station 4 to 19,1,ask_vessel_schedule
Container EGLV4445556 loaded on which vessel voyage?,6,track_container
Request tug assistance: CMA CGM Rio berthing at berth 1 wind force 5,7,request_pilotage_tug
Safety incident: crew injury on MSC Geneva during lashing operations,3,report_port_incident
Security alert: unauthorized personnel near APM terminal perimeter,3,report_port_incident
Submitting customs declaration for frozen meat HS code 2601.11 value 2600660 CIF,2,submit_customs_docs
Schedule inquiry: MSC Geneva arriving Hamburg berth 9,1,ask_vessel_schedule
Arrival window for Evergreen Tokyo at pilot station 10 to 22,1,ask_vessel_schedule
Submitting customs declaration for bauxite HS code 0901.11 value 1496216 FOB,2,submit_customs_docs
Request berth allocation for MV HMM Busan LOA 381m beam 46m draft 10m ETA 2024-08-21 cargo bauxite,0,request_berth_booking
When is CMA CGM Rio expected to arrive at Shanghai?,1,ask_vessel_schedule
Requesting wharfage rates for bulk carrier vessels at Los Angeles,4,ask_tariff_rates
Customs entry filed: Bill of Lading HLCU6366594 container MSCU1234567 cargo electronics,2,submit_customs_docs
Port dues for Yang Ming Kaohsiung net tonnage 49786 stay duration 15 days,4,ask_tariff_rates
Phytosanitary certificate submitted for agricultural cargo wheat container EGLV4445556,2,submit_customs_docs
Double tug configuration for Maersk Edmonton due to adverse currents,7,request_pilotage_tug
Standby tug for CMA CGM Rio during cargo transfer operations,7,request_pilotage_tug
Order pilot for ZIM Haifa LOA 322m GT 115730 ETA pilot station 2024-09-25,7,request_pilotage_tug
Requesting wharfage rates for car carrier vessels at Busan,4,ask_tariff_rates
Requesting anchorage for Maersk Edmonton awaiting berth availability for bauxite discharge,0,request_berth_booking
Security alert: unauthorized personnel near CTB terminal perimeter,3,report_port_incident
Status inquiry: HLCU5556667 customs hold or released?,6,track_container
Need pier allocation for ro-ro vessel ONE Bangkok loading textiles ETD 2024-02-19,0,request_berth_booking
Dangerous goods manifest: LNG UN number 1670 class 9 container EGLV4445556,9,declare_cargo_manifest
ETD for ONE Bangkok after cargo operations complete?,1,ask_vessel_schedule
Berth reservation: CMA CGM Rio arriving 2024-02-12 with open top containers total 12319 TEU,0,request_berth_booking
Certificate of origin attached for crude oil HS code 2601.11 preferential origin Russia,2,submit_customs_docs
Status inquiry: COSU7654321 customs hold or released?,6,track_container
Extend stay: COSCO Shanghai requires additional 8 days alongside for LNG,5,modify_berth_booking
Double tug configuration for ZIM Haifa due to adverse currents,7,request_pilotage_tug
Arrival window for Hapag Dubai at pilot station 12 to 18,1,ask_vessel_schedule
Port incident: HLCU5556667 collapsed during stacking at yard block F6,3,report_port_incident
Tracking: ONEU3334445 discharge completion time at terminal Delta,6,track_container
ETA for MSC Geneva voyage 544 from Russia?,1,ask_vessel_schedule
Berth request: HMM Busan IMO 9347372 arriving 2024-07-25 with 20923 MT of crude oil FOB,0,request_berth_booking
Regulations for handling steel coils IMO class 6 at PSA?,8,ask_regulations
Submitting customs declaration for soybeans HS code 2709.00 value 3899090 DDP,2,submit_customs_docs
Tug services: ONE Bangkok unberthing from Delta ETD 2024-08-24,7,request_pilotage_tug
Demurrage rates for containers at Euromax after free time expires,4,ask_tariff_rates
Port state control inspection procedures for Liberia flag vessels,8,ask_regulations
Request berth allocation for MV CMA CGM Rio LOA 367m beam 51m draft 16m ETA 2024-09-26 cargo bauxite,0,request_berth_booking
When does ONE Bangkok depart Antwerp bound for Turkey?,1,ask_vessel_schedule
Phytosanitary certificate submitted for agricultural cargo steel coils container MAEU9876543,2,submit_customs_docs
Security alert: unauthorized personnel near Delta terminal perimeter,3,report_port_incident
What is the pilotage fee for LOA 285m vessel entering Rotterdam?,4,ask_tariff_rates
Location of container EGLV4445556 in yard block B2?,6,track_container
Where is container HLCU5556667 currently in port?,6,track_container
Mooring gang requested for COSCO Shanghai at berth 3 ETA 2024-09-17,7,request_pilotage_tug
Container EGLV4445556 customs inspection status?,6,track_container
Tug service rates for HMM Busan gross tonnage 123497 at Singapore,4,ask_tariff_rates
Requesting wharfage rates for LNG carrier vessels at Busan,4,ask_tariff_rates
Container ONEU3334445 loaded on which vessel voyage?,6,track_container
Cancel pilot order for MSC Geneva ETA changed to 2024-04-27,5,modify_berth_booking
ETD for Maersk Edmonton after cargo operations complete?,1,ask_vessel_schedule
Port dues for ZIM Haifa net tonnage 12978 stay duration 15 days,4,ask_tariff_rates
When is Yang Ming Kaohsiung expected to arrive at Ningbo?,1,ask_vessel_schedule
Submitting SAD document for import of textiles origin Canada consignee Wilmar,2,submit_customs_docs
Out of gauge cargo declaration: electronics dimensions 5x2x3m,9,declare_cargo_manifest
Location of container EGLV4445556 in yard block C3?,6,track_container
Port state control inspection procedures for Malta flag vessels,8,ask_regulations
Cancel pilot order for MSC Geneva ETA changed to 2024-06-21,5,modify_berth_booking
Reefer cargo list attached for CMA CGM Rio 9721 refrigerated containers set temps included,9,declare_cargo_manifest
Requesting wharfage rates for general cargo vessels at Hamburg,4,ask_tariff_rates
What is the ETB for MSC Geneva at terminal Matson?,1,ask_vessel_schedule
Cargo manifest declaration for HMM Busan voyage 900 loading chemicals destination Turkey,9,declare_cargo_manifest
Bulk cargo declaration: frozen meat 39732 MT shipper ADM consignee Trafigura,9,declare_cargo_manifest
Cancel pilot order for Maersk Edmonton ETA changed to 2024-05-18,5,modify_berth_booking
Documentation submitted: cargo manifest for Evergreen Tokyo voyage 958 Hong Kong,2,submit_customs_docs
Out of gauge cargo declaration: crude oil dimensions 15x4x2m,9,declare_cargo_manifest
Reefer cargo list attached for Hapag Dubai 8912 refrigerated containers set temps included,9,declare_cargo_manifest
What are the ISPS security requirements for Yang Ming Kaohsiung at Rotterdam?,8,ask_regulations
Cargo manifest declaration for Evergreen Tokyo voyage 851 loading automobiles destination Japan,9,declare_cargo_manifest
Port dues for Maersk Edmonton net tonnage 21134 stay duration 18 days,4,ask_tariff_rates
Requesting anchorage for Yang Ming Kaohsiung awaiting berth availability for electronics discharge,0,request_berth_booking
Bulk cargo declaration: soybeans 55868 MT shipper Odebrecht consignee ADM,9,declare_cargo_manifest
Berth request: CMA CGM Rio IMO 9755185 arriving 2024-03-24 with 31812 MT of crude oil FOB,0,request_berth_booking
When is COSCO Shanghai expected to arrive at Ningbo?,1,ask_vessel_schedule
OPL (Outer Port Limit) anchorage regulations for bulk carrier vessels,8,ask_regulations
Need pier allocation for container vessel ONE Bangkok loading frozen meat ETD 2024-08-23,0,request_berth_booking
Submitting customs declaration for LNG HS code 8703.23 value 146706 DDP,2,submit_customs_docs
Reschedule: COSCO Shanghai advance cargo operations to 2024-01-15 due to weather,5,modify_berth_booking
Incident: MSC Geneva allision with jetty during berthing maneuver,3,report_port_incident
Phytosanitary certificate submitted for agricultural cargo electronics container HLCU5556667,2,submit_customs_docs
Incident: ZIM Haifa allision with jetty during berthing maneuver,3,report_port_incident
Status inquiry: ONEU3334445 customs hold or released?,6,track_container
Phytosanitary certificate submitted for agricultural cargo steel coils container YMLU7778889,2,submit_customs_docs
Container ZIMU1239874 customs inspection status?,6,track_container
Tug services: Maersk Edmonton unberthing from Matson ETD 2024-03-17,7,request_pilotage_tug
Reschedule: ONE Bangkok advance cargo operations to 2024-02-28 due to weather,5,modify_berth_booking
OPL (Outer Port Limit) anchorage regulations for general cargo vessels,8,ask_regulations
Uploading packing list for container YMLU7778889 HS 3004.90 weight 6488kg,2,submit_customs_docs
Customs docs: commercial invoice 58434 textiles value 4298174 Incoterm DDP,2,submit_customs_docs
Request tug assistance: Evergreen Tokyo berthing at berth 7 wind force 8,7,request_pilotage_tug
Tariff inquiry: container storage fees for dry van after 3 days free time,4,ask_tariff_rates
Modify: HMM Busan shifting from berth 7 to 22 for cargo segregation,5,modify_berth_booking
ETD for Maersk Edmonton after cargo operations complete?,1,ask_vessel_schedule
Incident: Evergreen Tokyo allision with jetty during berthing maneuver,3,report_port_incident
Arrival window for Evergreen Tokyo at pilot station 2 to 23,1,ask_vessel_schedule
Status inquiry: MAEU9876543 customs hold or released?,6,track_container
Order pilot for Hapag Dubai LOA 175m GT 128103 ETA pilot station 2024-09-18,7,request_pilotage_tug
Immigration formalities for crew change on Evergreen Tokyo at Hong Kong,8,ask_regulations
Regulations for handling textiles IMO class 2 at CTB?,8,ask_regulations
Certificate of origin attached for iron ore HS code 0901.11 preferential origin Chile,2,submit_customs_docs
Reporting equipment failure: crane RMG02 breakdown at berth 4,3,report_port_incident
Need berth booking for bulk carrier HMM Busan carrying iron ore ETA 2024-01-22 LOA 273 meters,0,request_berth_booking
Requesting anchorage for MSC Geneva awaiting berth availability for iron ore discharge,0,request_berth_booking
Reporting equipment failure: crane QC02 breakdown at berth 9,3,report_port_incident
Port incident: TCLU1112223 collapsed during stacking at yard block A1,3,report_port_incident
What is the ETB for Hapag Dubai at terminal Matson?,1,ask_vessel_schedule
CMA CGM Rio requesting quay space for discharge of crude oil ETA 2024-01-27 LOA 329m GRT 54613,0,request_berth_booking
Book berth for Maersk Edmonton at PSA terminal ETA 2024-05-28 draft 16m alongside port,0,request_berth_booking
Cancel berth reservation for ZIM Haifa voyage 779,5,modify_berth_booking
Reschedule: ZIM Haifa advance cargo operations to 2024-09-23 due to weather,5,modify_berth_booking
Cancel berth reservation for HMM Busan voyage 712,5,modify_berth_booking
Container OOLU4567890 customs inspection status?,6,track_container
Pilotage required for LNG carrier HMM Busan draft 13m arriving 2024-06-27,7,request_pilotage_tug
Tug services: COSCO Shanghai unberthing from Euromax ETD 2024-01-10,7,request_pilotage_tug
Reporting delay: cargo operations suspended at terminal HIT due to heavy rain,3,report_port_incident
Reporting delay: cargo operations suspended at terminal SSA due to rough seas,3,report_port_incident
Incident report: ZIM Haifa damaged fender at berth 3 during mooring,3,report_port_incident
Port dues for ONE Bangkok net tonnage 15057 stay duration 4 days,4,ask_tariff_rates
Cargo manifest declaration for Evergreen Tokyo voyage 596 loading frozen meat destination Spain,9,declare_cargo_manifest
Certificate of origin attached for iron ore HS code 2709.00 preferential origin Argentina,2,submit_customs_docs
Requesting wharfage rates for general cargo vessels at Antwerp,4,ask_tariff_rates
Berth swap requested between Evergreen Tokyo and Maersk Edmonton at Delta,5,modify_berth_booking
Escort tug request for COSCO Shanghai in restricted channel due to rough seas,7,request_pilotage_tug
Extend stay: Maersk Edmonton requires additional 6 days alongside for bauxite,5,modify_berth_booking
Dangerous goods manifest: electronics UN number 1127 class 3 container MAEU9876543,9,declare_cargo_manifest
Reporting delay: cargo operations suspended at terminal PSA due to high winds,3,report_port_incident
Documentation submitted: cargo manifest for CMA CGM Rio voyage 598 Antwerp,2,submit_customs_docs
Order pilot for Hapag Dubai LOA 246m GT 59255 ETA pilot station 2024-09-12,7,request_pilotage_tug
Uploading packing list for container MSCU1234567 HS 6203.42 weight 21981kg,2,submit_customs_docs
Standby tug for ZIM Haifa during cargo transfer operations,7,request_pilotage_tug
Berth request: COSCO Shanghai IMO 9860109 arriving 2024-09-15 with 42274 MT of iron ore FOB,0,request_berth_booking
Demurrage rates for containers at CTA after free time expires,4,ask_tariff_rates
Demurrage rates for containers at SSA after free time expires,4,ask_tariff_rates
What are the ISPS security requirements for Hapag Dubai at Los Angeles?,8,ask_regulations
Track container YMLU7778889 last reported location?,6,track_container
Certificate of origin attached for crude oil HS code 0901.11 preferential origin Brazil,2,submit_customs_docs
Immigration formalities for crew change on Yang Ming Kaohsiung at Antwerp,8,ask_regulations
Uploading packing list for container ZIMU1239874 HS 2709.00 weight 19000kg,2,submit_customs_docs
Requesting vessel schedule for Hapag Dubai IMO 9456784,1,ask_vessel_schedule
Documentation submitted: cargo manifest for COSCO Shanghai voyage 97 Hamburg,2,submit_customs_docs
Reefer cargo list attached for HMM Busan 19515 refrigerated containers set temps included,9,declare_cargo_manifest
Reporting delay: cargo operations suspended at terminal SSA due to fog,3,report_port_incident
Submitting customs declaration for wheat HS code 6203.42 value 1878968 EXW,2,submit_customs_docs
Modify: HMM Busan shifting from berth 5 to 22 for cargo segregation,5,modify_berth_booking
Submitting manifest: reefer containers total 10056 TEU on ZIM Haifa,9,declare_cargo_manifest
Customs docs: commercial invoice 30023 chemicals value 2770524 Incoterm CIF,2,submit_customs_docs
Requesting anchorage for COSCO Shanghai awaiting berth availability for steel coils discharge,0,request_berth_booking
Location of container ZIMU1239874 in yard block D4?,6,track_container
Uploading packing list for container HLCU5556667 HS 6203.42 weight 11729kg,2,submit_customs_docs
Regulations for handling coal IMO class 6 at PSA?,8,ask_regulations
Need pier allocation for car carrier ZIM Haifa loading containers ETD 2024-04-19,0,request_berth_booking
Where is container TCLU1112223 currently in port?,6,track_container
Submitting manifest: reefer containers total 9149 TEU on Yang Ming Kaohsiung,9,declare_cargo_manifest
Extend stay: HMM Busan requires additional 3 days alongside for coal,5,modify_berth_booking
Tariff inquiry: container storage fees for flat rack after 19 days free time,4,ask_tariff_rates
Cancel berth reservation for HMM Busan voyage 901,5,modify_berth_booking
Incident: Evergreen Tokyo allision with jetty during berthing maneuver,3,report_port_incident
Tariff inquiry: container storage fees for open top after 15 days free time,4,ask_tariff_rates
Berth request: CMA CGM Rio IMO 9632063 arriving 2024-01-22 with 59773 MT of wheat FOB,0,request_berth_booking
Requesting vessel schedule for Evergreen Tokyo IMO 9611931,1,ask_vessel_schedule
What is the ETB for Evergreen Tokyo at terminal HIT?,1,ask_vessel_schedule
Port state control inspection procedures for Panama flag vessels,8,ask_regulations
Requesting vessel schedule for ZIM Haifa IMO 9679020,1,ask_vessel_schedule
Regulations for handling bauxite IMO class 9 at APM?,8,ask_regulations
Status inquiry: HLCU5556667 customs hold or released?,6,track_container
Requesting anchorage for ZIM Haifa awaiting berth availability for automobiles discharge,0,request_berth_booking
Tariff inquiry: container storage fees for dry van after 11 days free time,4,ask_tariff_rates
Container MAEU9876543 customs inspection status?,6,track_container
Requesting vessel schedule for Evergreen Tokyo IMO 9298534,1,ask_vessel_schedule
Bulk cargo declaration: coal 41786 MT shipper Odebrecht consignee Olam,9,declare_cargo_manifest
Pilotage required for general cargo HMM Busan draft 10m arriving 2024-08-13,7,request_pilotage_tug
Arrival window for Maersk Edmonton at pilot station 1 to 24,1,ask_vessel_schedule
Demurrage rates for containers at Delta after free time expires,4,ask_tariff_rates
Ballast water management requirements at Ningbo for Maersk Edmonton,8,ask_regulations
Certificate of origin attached for frozen meat HS code 6203.42 preferential origin China,2,submit_customs_docs
Location of container COSU7654321 in yard block F6?,6,track_container
Pilotage required for car carrier MSC Geneva draft 13m arriving 2024-04-15,7,request_pilotage_tug
Certificate of origin attached for iron ore HS code 0901.11 preferential origin China,2,submit_customs_docs
When does MSC Geneva depart Shanghai bound for Japan?,1,ask_vessel_schedule
Tug services: ONE Bangkok unberthing from SSA ETD 2024-06-13,7,request_pilotage_tug
Cancel pilot order for CMA CGM Rio ETA changed to 2024-03-16,5,modify_berth_booking
Schedule inquiry: Maersk Edmonton arriving Antwerp berth 10,1,ask_vessel_schedule
Requesting wharfage rates for cruise ship vessels at Los Angeles,4,ask_tariff_rates
ETA for ONE Bangkok voyage 832 from Argentina?,1,ask_vessel_schedule
Order pilot for Hapag Dubai LOA 191m GT 148310 ETA pilot station 2024-06-23,7,request_pilotage_tug
Need pier allocation for general cargo Yang Ming Kaohsiung loading frozen meat ETD 2024-04-25,0,request_berth_booking
Tracking: MSCU1234567 discharge completion time at terminal CTB,6,track_container
Tug service rates for MSC Geneva gross tonnage 31086 at Los Angeles,4,ask_tariff_rates
Documentation submitted: cargo manifest for Evergreen Tokyo voyage 565 Singapore,2,submit_customs_docs
What are the cargo handling charges for chemicals per metric ton at LBCT?,4,ask_tariff_rates
Submitting customs declaration for automobiles HS code 6203.42 value 3904249 EXW,2,submit_customs_docs
Incident report: Evergreen Tokyo damaged fender at berth 11 during mooring,3,report_port_incident
Demurrage rates for containers at LBCT after free time expires,4,ask_tariff_rates
Double tug configuration for ONE Bangkok due to adverse currents,7,request_pilotage_tug
Escort tug request for ONE Bangkok in restricted channel due to rough seas,7,request_pilotage_tug
What is the pilotage fee for LOA 154m vessel entering Hamburg?,4,ask_tariff_rates
Submitting manifest: reefer containers total 10954 TEU on MSC Geneva,9,declare_cargo_manifest
Reschedule: Yang Ming Kaohsiung advance cargo operations to 2024-01-23 due to weather,5,modify_berth_booking
Environmental incident: oil spill from Evergreen Tokyo at anchorage during bunkering,3,report_port_incident
Requesting anchorage for Maersk Edmonton awaiting berth availability for chemicals discharge,0,request_berth_booking
Status inquiry: MSCU1234567 customs hold or released?,6,track_container
Extend stay: ZIM Haifa requires additional 17 days alongside for frozen meat,5,modify_berth_booking
Documentation submitted: cargo manifest for CMA CGM Rio voyage 334 Hamburg,2,submit_customs_docs
Environmental incident: oil spill from HMM Busan at anchorage during bunkering,3,report_port_incident
Environmental compliance: scrubber washwater discharge rules at Dubai,8,ask_regulations
Submitting SAD document for import of soybeans origin Chile consignee Wilmar,2,submit_customs_docs
Escort tug request for ONE Bangkok in restricted channel due to thunderstorms,7,request_pilotage_tug
Amend berth booking: HMM Busan new ETA 2024-03-12 original booking 2024-08-8,5,modify_berth_booking
Where is container MSCU1234567 currently in port?,6,track_container
Need pier allocation for ro-ro vessel Yang Ming Kaohsiung loading LNG ETD 2024-03-20,0,request_berth_booking
Out of gauge cargo declaration: chemicals dimensions 5x3x5m,9,declare_cargo_manifest
What are the ISPS security requirements for HMM Busan at Hong Kong?,8,ask_regulations
Modify: Hapag Dubai shifting from berth 5 to 23 for cargo segregation,5,modify_berth_booking
Manifest amendment: container MAEU9876543 cargo description changed to containers,9,declare_cargo_manifest
Ballast water management requirements at Hong Kong for Maersk Edmonton,8,ask_regulations
Manifest amendment: container COSU7654321 cargo description changed to LNG,9,declare_cargo_manifest
Reporting delay: cargo operations suspended at terminal CTA due to thunderstorms,3,report_port_incident
Berth reservation: ONE Bangkok arriving 2024-01-20 with flat rack containers total 1448 TEU,0,request_berth_booking
Container MSCU1234567 customs inspection status?,6,track_container
Bulk cargo declaration: soybeans 8223 MT shipper Odebrecht consignee Cargill,9,declare_cargo_manifest
Environmental incident: oil spill from COSCO Shanghai at anchorage during bunkering,3,report_port_incident
